"No.","Ticker","Company","Sector","Industry","Index","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","Shares Outstanding","Shares Float","Float Short","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","Relative Volume","Volume","Price","Change"
1668,"GSL","Global Ship Lease, Inc.","Industrials","Marine Shipping","-",641.50,2.31,1.75,0.19,0.98,0.64,4.76,,28.32,3.79,1.50,8.31%,17.82%,7.81,65.70%,32.30%,3.70%,6.50%,651.30,287.80,35.70,33.49,8.82%,4.54,2.95,,,18.60%,1.00,0.69,0.87,70.40%,,,-10.16%,3.86%,-18.78%,8.35%,-2.35%,-4.10%,-0.58%,-24.17%,0.78,504437,18.04,0.61%
1669,"GSLC","Goldman Sachs ActiveBeta U.S. Large Cap Equity ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,1.22,1.47%,,,,,,,,,,,,,,,,,,,,,,,4.50%,3.27%,5.12%,8.66%,1.19%,2.17%,4.95%,-3.40%,0.57,166417,82.72,1.16%
1670,"GSP","iPath S&P GSCI Total Return Index ETN","Financial","Exchange Traded Fund","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.55%,-9.99%,-24.28%,-10.07%,0.44%,-2.31%,-8.26%,-32.17%,0.11,373,19.50,1.35%
1671,"GSSC","Goldman Sachs ActiveBeta U.S. Small Cap Equity ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.73,1.34%,,,,,,,,,,,,,,,,,,,,,,,-7.26%,-5.86%,-1.91%,-0.31%,1.28%,0.42%,-2.52%,-11.74%,0.38,15393,54.44,1.19%
1672,"GSY","Invesco Ultra Short Duration ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,1.59,3.20%,,,,,,,,,,,,,,,,,,,,,,,-0.01%,0.51%,-0.24%,0.24%,-0.29%,-0.23%,0.06%,-0.48%,0.67,248858,49.58,0.02%
1673,"GT","The Goodyear Tire & Rubber Company","Consumer Cyclical","Auto Parts","-",4136.83,1025.71,8.29,111.01,0.20,0.78,3.82,,18.43,3.76,,,0.00%,0.01,-75.60%,6.20%,0.70%,-205.90%,20838.00,5.00,285.00,281.70,4.90%,2.64,13.79,0.00%,0.10%,3.90%,1.30,1.56,1.72,17.60%,2.40%,0.00%,25.85%,27.19%,22.42%,41.48%,11.63%,25.17%,23.61%,-8.48%,0.56,2942391,14.36,1.63%
1674,"GTEK","Goldman Sachs Future Tech Leaders Equity ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.01,0.02%,,,,,,,,,,,,,,,,,,,,,,,6.99%,11.80%,0.98%,17.84%,7.31%,6.70%,8.69%,-7.95%,6.71,61941,24.65,4.48%
1675,"GTES","Gates Industrial Corporation plc","Industrials","Specialty Industrial Machinery","-",3329.35,15.42,8.65,1.66,0.94,1.03,5.60,9.79,11.34,2.09,,,0.00%,0.76,-23.00%,3.20%,0.50%,-11.40%,3558.50,216.90,283.52,281.58,1.21%,2.40,3.40,3.00%,7.10%,6.60%,3.20,0.75,0.76,36.10%,11.30%,6.10%,-16.55%,0.95%,-6.55%,2.54%,-9.89%,-11.16%,-3.81%,-21.63%,0.78,1107807,11.70,1.47%
1676,"GTLB","GitLab Inc.","Technology","Software - Application","-",5280.31,,,,12.44,6.75,5.64,,5.13,6.15,,,,-1.16,40.30%,,58.00%,18.00%,424.30,-172.30,150.19,90.00,10.95%,3.42,9.85,-15.30%,-22.30%,-25.50%,3.60,0.00,0.00,87.80%,-45.60%,-40.60%,-20.67%,-12.74%,-6.58%,-23.75%,12.53%,6.39%,-22.47%,-51.17%,0.79,2287981,34.65,5.03%
1677,"GTO","Invesco Total Return Bond ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,1.97,4.29%,,,,,,,,,,,,,,,,,,,,,,,-1.77%,-0.90%,-7.64%,-0.86%,-1.56%,-2.03%,-1.90%,-8.27%,0.69,124793,46.07,0.13%
1678,"GTY","Getty Realty Corp.","Real Estate","REIT - Retail","-",1673.25,19.01,27.35,,9.88,1.89,75.71,,17.80,0.44,1.72,5.11%,90.33%,1.77,37.00%,6.60%,9.40%,-27.40%,169.30,83.20,46.99,42.17,9.49%,11.43,4.00,,,6.90%,,0.81,0.81,87.00%,,,-2.44%,1.75%,21.27%,-0.62%,-0.41%,-1.49%,2.99%,-7.81%,0.57,197900,33.64,1.57%
1679,"GUNR","FlexShares Morningstar Global Upstream Natural Resources Index Fund","Financial","Exchange Traded Fund","-",,,,,,,,,,,1.96,4.95%,,,,,,,,,,,,,,,,,,,,,,,-7.55%,-11.00%,-15.24%,-9.02%,-3.52%,-5.29%,-6.80%,-17.82%,0.78,698386,39.55,0.61%
1680,"GURU","Global X Guru Index ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.07,0.21%,,,,,,,,,,,,,,,,,,,,,,,-3.75%,-0.91%,-0.12%,1.62%,-0.15%,0.07%,-0.70%,-10.75%,0.23,563,34.60,1.06%
1681,"GVA","Granite Construction Incorporated","Industrials","Engineering & Construction","-",1625.96,31.49,8.72,4.50,0.52,1.74,3.86,,21.15,9.52,0.52,1.42%,31.40%,1.17,650.50%,2.20%,-14.30%,10.00%,3125.20,53.70,43.76,43.45,10.79%,11.29,4.69,3.30%,7.90%,5.80%,1.70,0.31,0.31,10.30%,1.00%,2.30%,-14.90%,5.25%,13.05%,4.70%,-0.34%,-4.16%,3.39%,-16.83%,0.96,400411,36.72,1.58%
1682,"GVIP","Goldman Sachs Hedge Industry VIP ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.01,0.01%,,,,,,,,,,,,,,,,,,,,,,,6.57%,10.84%,7.18%,16.15%,3.95%,5.55%,8.70%,-1.32%,0.87,4812,80.62,1.63%
1683,"GWRE","Guidewire Software, Inc.","Technology","Software - Application","-",6723.41,,234.09,,7.73,5.46,9.41,,14.87,8.63,,,,-2.00,-171.30%,9.80%,13.70%,77.00%,869.90,-167.00,82.05,80.84,2.96%,3.51,2.40,-8.00%,-12.60%,-8.30%,3.70,0.32,0.32,44.70%,-22.10%,-19.20%,16.14%,39.31%,3.10%,29.84%,3.47%,4.13%,17.65%,-2.30%,1.12,764815,81.23,2.14%
1684,"GWRS","Global Water Resources, Inc.","Utilities","Utilities - Regulated Water","-",255.37,37.77,39.21,2.52,5.34,5.98,134.41,,1.90,0.08,0.30,2.62%,97.80%,0.30,49.80%,7.50%,31.00%,164.40%,47.80,7.10,23.87,11.75,0.77%,4.10,0.09,2.20%,17.20%,4.50%,0.50,2.39,2.47,,21.30%,14.80%,-14.96%,-11.38%,-19.19%,-14.38%,1.52%,-3.29%,-11.50%,-24.20%,0.63,13877,11.37,-0.70%
1685,"GWX","SPDR S&P International Small Cap ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.80,2.61%,,,,,,,,,,,,,,,,,,,,,,,-0.62%,2.33%,-4.72%,3.74%,-1.79%,-1.15%,2.51%,-8.02%,0.70,56299,30.51,0.31%
1686,"GXC","SPDR S&P China ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,2.10,2.84%,,,,,,,,,,,,,,,,,,,,,,,-7.86%,1.54%,-8.35%,-5.92%,-4.88%,-7.08%,-6.04%,-21.39%,1.17,100720,73.72,1.50%
1687,"GXG","Global X MSCI Colombia ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,2.49,12.86%,,,,,,,,,,,,,,,,,,,,,,,0.94%,-5.93%,-37.06%,-2.42%,-1.07%,-1.04%,-5.20%,-44.27%,1.93,35254,19.36,1.47%
1688,"GXO","GXO Logistics, Inc.","Industrials","Integrated Freight & Logistics","-",6713.72,36.15,18.79,5.30,0.73,2.50,15.76,40.20,22.60,3.58,,,0.00%,1.56,26.50%,,11.50%,-34.50%,9233.00,185.00,118.78,55.83,10.10%,7.17,5.64,2.10%,7.10%,4.00%,1.00,0.63,0.66,17.70%,2.70%,2.00%,16.55%,28.66%,7.85%,32.28%,1.86%,8.87%,21.91%,-7.12%,0.78,614579,56.47,0.16%
1689,"GXTG","Global X Thematic Growth ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.34,1.33%,,,,,,,,,,,,,,,,,,,,,,,1.04%,-0.43%,-16.72%,10.99%,0.34%,0.83%,-3.99%,-25.74%,0.67,4263,25.25,0.48%
1690,"GYLD","Arrow Dow Jones Global Yield ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.72,5.89%,,,,,,,,,,,,0.05,0.00,,,,,,,,,,-7.31%,-6.68%,-12.02%,-5.67%,-1.22%,-3.29%,-5.48%,-14.64%,0.12,490,12.30,1.65%
1691,"HACK","ETFMG Prime Cyber Security ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.10,0.21%,,,,,,,,,,,,,,,,,,,,,,,4.85%,5.63%,4.38%,10.33%,6.09%,4.89%,5.89%,-6.11%,1.50,124380,48.60,2.14%
1692,"HAE","Haemonetics Corporation","Healthcare","Medical Instruments & Supplies","-",4158.84,44.71,20.12,4.47,3.68,5.42,18.57,32.47,15.36,4.48,,,0.00%,1.86,-45.50%,2.30%,17.50%,42.10%,1129.20,95.80,50.51,50.27,2.15%,3.48,1.08,5.20%,12.70%,4.00%,3.10,0.98,0.99,52.70%,12.40%,8.50%,4.05%,-1.09%,33.05%,5.80%,-0.85%,0.58%,3.59%,-8.95%,0.65,201256,83.21,0.40%
1693,"HAFC","Hanmi Financial Corporation","Financial","Banks - Regional","-",470.33,4.45,5.73,0.56,1.55,0.69,1.17,,21.82,12.80,1.00,6.69%,28.40%,3.36,3.20%,5.50%,53.40%,6.20%,304.20,102.10,30.35,30.08,2.62%,3.48,0.79,,,25.80%,,0.20,0.20,,,,-37.03%,-43.37%,-34.40%,-39.60%,2.19%,-11.34%,-34.29%,-45.34%,0.50,112988,14.95,1.56%
1694,"HAIL","SPDR S&P Kensho Smart Mobility ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.68,2.28%,,,,,,,,,,,,,,,,,,,,,,,-11.90%,-11.39%,-20.42%,1.36%,2.92%,0.71%,-9.36%,-31.70%,0.45,2212,29.86,2.21%
1695,"HAIN","The Hain Celestial Group, Inc.","Consumer Defensive","Packaged Foods","-",1159.95,,20.69,,0.64,1.15,26.54,,11.26,0.49,,,0.00%,-1.06,30.10%,-4.20%,-9.50%,-581.70%,1805.80,-94.80,89.42,88.20,3.78%,3.99,3.33,-4.00%,-8.90%,4.20%,2.40,0.84,0.85,21.30%,-4.80%,-5.20%,-27.48%,-36.52%,-49.69%,-20.09%,-14.65%,-20.90%,-28.74%,-51.72%,0.89,739870,12.93,1.41%
1696,"HAL","Halliburton Company","Energy","Oil & Gas Equipment & Services","S&P 500",26975.55,14.01,8.20,0.42,1.24,3.24,14.36,31.66,9.31,2.10,0.64,2.12%,24.00%,2.16,6.00%,-0.30%,32.50%,146.40%,21690.00,1960.00,904.00,901.01,3.24%,3.02,29.21,8.50%,25.20%,13.40%,2.10,0.94,0.00,17.30%,14.60%,9.00%,-18.77%,-17.40%,-22.12%,-23.25%,1.03%,-3.69%,-10.94%,-31.35%,1.02,9836755,30.20,-0.40%
1697,"HALO","Halozyme Therapeutics, Inc.","Healthcare","Biotechnology","-",4298.40,25.48,9.07,0.98,6.10,67.76,15.60,16.31,0.49,2.13,,,0.00%,1.30,-47.60%,15.80%,38.20%,-32.50%,705.00,181.60,135.03,130.34,5.06%,4.03,6.59,10.10%,116.10%,13.00%,6.70,22.68,22.68,77.50%,34.50%,25.80%,-31.62%,-38.91%,-28.28%,-41.65%,1.28%,-3.63%,-25.83%,-44.16%,0.41,671780,33.20,0.18%
1698,"HAP","VanEck Natural Resources ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,2.63,5.67%,,,,,,,,,,,,,,,,,,,,,,,-6.37%,-11.06%,-11.58%,-5.75%,-2.97%,-4.35%,-5.27%,-14.65%,0.26,3706,46.41,0.56%
1699,"HAS","Hasbro, Inc.","Consumer Cyclical","Leisure","S&P 500",8558.17,69.85,12.01,258.70,1.50,3.05,22.96,,19.70,2.62,2.80,4.66%,324.50%,0.86,-56.70%,2.40%,-13.90%,-136.40%,5694.60,120.20,138.60,127.43,6.69%,4.50,8.53,1.30%,4.20%,5.10%,1.30,1.35,1.44,59.20%,5.40%,2.10%,8.65%,-3.36%,-28.12%,-1.54%,-0.44%,9.19%,-4.00%,-34.37%,0.67,1271217,60.07,0.59%
1700,"HASI","Hannon Armstrong Sustainable Infrastructure Capital, Inc.","Real Estate","REIT - Specialty","-",2127.73,113.86,9.58,11.22,8.50,1.30,14.93,,17.75,1.54,1.58,6.87%,692.30%,0.20,-69.10%,17.70%,18.10%,-49.80%,250.40,19.60,91.10,86.45,12.04%,12.03,10.41,0.40%,1.20%,0.90%,,2.08,2.08,49.60%,7.50%,7.80%,-27.67%,-25.71%,-38.40%,-20.63%,-10.49%,-13.67%,-26.11%,-49.83%,3.47,3002040,23.00,0.39%
1701,"HAUZ","Xtrackers International Real Estate ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.42,2.08%,,,,,,,,,,,,,,,,,,,,,,,-5.95%,-3.59%,-16.16%,-4.50%,-3.27%,-3.24%,-4.20%,-17.88%,0.80,56527,20.39,0.69%
1702,"HAWX","iShares Currency Hedged MSCI ACWI ex U.S. ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,4.32,15.46%,,,,,,,,,,,,,,,,,,,,,,,2.88%,7.54%,7.47%,9.61%,0.36%,1.69%,6.57%,-1.02%,0.46,4935,27.96,1.09%
1703,"HAYN","Haynes International, Inc.","Industrials","Metal Fabrication","-",580.98,11.00,9.80,0.55,1.04,1.41,34.38,,32.35,1.32,0.88,1.94%,15.70%,4.13,619.00%,4.40%,30.50%,42.00%,559.40,52.00,12.54,12.28,1.36%,2.64,0.17,8.00%,13.70%,9.40%,6.90,0.29,0.00,21.30%,12.10%,9.30%,-14.42%,-7.96%,18.82%,-0.50%,0.16%,-3.66%,-4.15%,-25.29%,0.83,52738,45.46,-1.50%
1704,"HAYW","Hayward Holdings, Inc.","Industrials","Electrical Equipment & Parts","-",2482.74,22.48,14.97,,2.23,1.96,60.55,46.41,5.79,0.19,,,0.00%,0.50,32.50%,,-48.80%,-87.50%,1113.80,113.70,212.52,209.69,8.72%,8.85,18.28,3.90%,9.30%,9.90%,3.50,0.95,0.96,45.30%,18.60%,10.20%,-10.72%,16.44%,-21.86%,20.53%,-3.67%,-1.41%,3.93%,-31.29%,0.43,893840,11.33,-0.09%
1705,"HBAN","Huntington Bancshares Incorporated","Financial","Banks - Regional","S&P 500",15276.41,6.81,7.67,,2.25,0.93,1.15,6.80,11.28,9.16,0.62,5.89%,39.50%,1.54,61.90%,11.70%,69.70%,32.20%,6802.00,2266.00,1443.27,1430.17,3.55%,2.33,50.83,1.20%,14.50%,17.80%,,0.58,0.58,,76.30%,33.30%,-31.29%,-30.65%,-22.87%,-25.39%,4.75%,-1.82%,-21.72%,-33.16%,0.41,8902825,10.52,0.96%
1706,"HBANL","Huntington Bancshares Incorporated","Financial","Banks - Regional","-",15248.37,,,,2.13,2.20,,,11.27,,2.46,9.96%,42.73%,,,,13.20%,30.90%,7170.00,,13.00,13.00,0.25%,0.10,0.03,,,,,,,,,,,,,-1.71%,5.56%,5.78%,5.21%,-1.71%,0.09,29150,24.75,0.81%
1707,"HBANP","Huntington Bancshares Incorporated","Financial","Banks - Regional","-",15500.60,22.87,,,2.16,1.58,,,11.27,,1.13,6.32%,42.73%,0.78,,,13.20%,30.90%,7170.00,,20.00,20.00,0.24%,0.58,0.05,,,,,,,,,,-8.53%,-4.66%,-7.30%,4.89%,9.77%,3.55%,-2.66%,-15.69%,0.56,46867,17.79,2.12%
1708,"HBCP","Home Bancorp, Inc.","Financial","Banks - Regional","-",266.77,6.34,7.04,,1.91,0.75,2.48,5.44,42.67,12.86,1.00,3.13%,18.80%,5.03,-27.90%,11.10%,54.90%,163.50%,139.50,41.00,8.09,7.36,1.21%,6.19,0.09,1.30%,12.40%,26.10%,,0.17,0.17,,86.60%,29.40%,-18.37%,-25.72%,-6.12%,-20.28%,5.00%,-0.03%,-16.13%,-26.56%,0.70,10007,31.91,1.95%
1709,"HBT","HBT Financial, Inc.","Financial","Banks - Regional","-",588.61,10.14,8.04,,3.43,1.24,3.32,11.32,14.53,5.44,0.68,3.77%,36.50%,1.78,-3.50%,3.70%,55.60%,-36.60%,171.50,52.00,30.98,9.79,2.95%,4.76,0.29,1.20%,13.40%,28.10%,,0.20,0.20,,90.20%,30.30%,-18.40%,-10.69%,6.99%,-7.77%,3.28%,-2.28%,-7.45%,-23.16%,0.71,42853,18.05,0.95%
1710,"HCAT","Health Catalyst, Inc.","Healthcare","Health Information Services","-",621.11,,100.36,,2.20,1.51,1.74,,7.30,6.34,,,,-2.73,20.70%,30.50%,8.50%,-41.20%,282.00,-148.10,55.48,53.02,3.35%,3.57,1.78,-19.20%,-34.10%,-20.80%,4.20,0.56,0.00,48.10%,-53.40%,-52.50%,-17.30%,10.62%,-20.80%,3.86%,-2.84%,-7.12%,-2.84%,-39.67%,0.85,423246,11.04,2.70%
1711,"HCC","Warrior Met Coal, Inc.","Basic Materials","Coking Coal","-",1754.22,2.56,6.50,,0.94,1.10,2.01,3.36,30.44,16.60,0.28,0.84%,1.90%,13.07,322.80%,8.30%,34.60%,23.90%,1869.80,677.30,51.84,51.12,7.76%,6.65,3.97,33.80%,47.80%,37.00%,9.70,0.19,0.21,55.10%,44.10%,36.20%,-10.64%,-2.68%,2.50%,-1.16%,-6.98%,-6.91%,-3.70%,-22.19%,0.59,354284,33.42,-0.30%
1712,"HCCI","Heritage-Crystal Clean, Inc","Industrials","Waste Management","-",827.37,9.05,11.32,0.60,1.08,1.79,23.44,18.30,18.86,1.44,,,0.00%,3.73,38.40%,14.20%,38.80%,28.50%,763.40,88.50,23.65,15.51,2.60%,4.53,0.40,12.00%,21.40%,15.60%,1.70,0.19,0.20,,16.40%,11.60%,-6.76%,4.36%,27.15%,3.97%,-0.79%,-2.28%,1.95%,-13.07%,0.87,76988,33.77,0.69%
1713,"HCI","HCI Group, Inc.","Financial","Insurance - Property & Casualty","-",477.16,,24.99,,0.95,2.51,1.58,,21.78,34.63,1.60,2.92%,,-5.23,121.20%,15.30%,1.60%,1598.60%,501.60,-41.10,8.28,6.94,18.60%,15.48,1.29,,,-12.50%,,1.09,0.00,,,,2.30%,42.09%,-16.66%,38.22%,1.57%,2.61%,17.83%,-25.21%,0.49,40856,54.72,-1.14%
1714,"HCKT","The Hackett Group, Inc.","Technology","Information Technology Services","-",515.58,15.56,11.58,1.04,1.78,8.25,30.51,14.69,2.35,0.64,0.44,2.27%,34.70%,1.25,1.00%,1.20%,-5.90%,-9.30%,289.30,38.50,27.03,26.84,3.33%,5.49,0.89,19.10%,34.80%,34.70%,1.60,0.91,0.91,39.60%,18.30%,13.30%,5.32%,-14.88%,0.62%,-4.81%,2.25%,4.26%,-4.10%,-17.21%,0.68,110686,19.39,0.52%
1715,"HCMA","HCM Acquisition Corp","Financial","Shell Companies","-",149.18,27.69,,,,1.46,186.47,,7.25,0.06,,,0.00%,0.38,,,,,,14.80,38.84,4.08,0.01%,0.01,0.00,5.00%,5.30%,,0.80,0.00,0.00,,,,2.23%,4.98%,,2.83%,0.81%,1.32%,3.55%,-3.21%,0.00,255,10.55,0.00%
1716,"HCP","HashiCorp, Inc.","Technology","Software - Infrastructure","-",6294.89,,,,13.23,5.16,4.89,,6.39,6.74,,,,-1.48,7.40%,,40.70%,77.90%,475.90,-274.30,188.74,87.94,6.45%,4.18,5.67,-17.30%,-22.40%,-24.70%,4.00,0.00,0.00,81.70%,-62.50%,-57.60%,14.75%,18.76%,1.48%,20.63%,7.90%,13.20%,9.82%,-25.62%,1.09,1470416,32.98,0.73%
1717,"HCSG","Healthcare Services Group, Inc.","Healthcare","Medical Care Facilities","-",1067.98,29.34,17.47,3.26,0.64,2.40,9.52,,5.91,1.49,0.86,6.06%,132.60%,0.48,-23.90%,-1.90%,-2.20%,11.70%,1680.60,36.00,74.50,73.55,6.06%,4.61,4.46,5.00%,8.30%,9.50%,3.10,0.00,0.08,11.70%,3.10%,2.10%,4.95%,2.82%,-15.48%,18.33%,-4.45%,-0.43%,4.48%,-24.23%,0.65,628123,14.20,2.01%
1718,"HCVI","Hennessy Capital Investment Corp. VI","Financial","Shell Companies","-",462.68,30.21,,,,,1542.27,,-0.29,0.01,,,0.00%,0.34,497.90%,,,-4.40%,,15.30,45.46,34.09,0.01%,0.09,0.00,,,,0.30,,,,,,1.50%,3.98%,5.88%,3.14%,0.21%,0.47%,2.96%,-3.69%,0.54,29300,10.18,0.00%
1719,"HDAW","Xtrackers MSCI All World ex US High Dividend Yield Hedged Equity ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,1.34,5.80%,,,,,,,,,,,,,,,,,,,,,,,1.43%,5.79%,-4.39%,4.65%,-2.38%,-1.58%,4.85%,-6.14%,1.81,3576,23.10,0.91%
1720,"HDEF","Xtrackers MSCI EAFE High Dividend Yield Equity ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,1.00,4.34%,,,,,,,,,,,,,,,,,,,,,,,1.63%,6.72%,-1.67%,5.55%,-2.64%,-1.70%,6.02%,-4.64%,0.54,161043,23.02,0.88%
1721,"HDG","ProShares Hedge Replication ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.44,0.92%,,,,,,,,,,,,,,,,,,,,,,,-0.97%,1.63%,1.16%,2.26%,0.25%,0.40%,1.46%,-3.47%,0.13,457,48.09,0.44%
1722,"HDGE","AdvisorShares Ranger Equity Bear ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89%,-7.94%,-13.20%,-11.23%,-3.03%,-2.65%,-5.39%,-21.36%,0.60,78351,25.52,-1.68%
1723,"HDLB","ETRACS Monthly Pay 2xLeveraged US High Dividend Low Volatility ETN","Financial","Exchange Traded Fund","-",,,,,,,,,,,1.46,13.95%,,,,,,,,,,,,,,,,,,,,,,,-21.92%,-28.93%,-41.03%,-23.26%,-6.52%,-10.75%,-21.71%,-44.79%,0.14,264,10.46,4.63%
1724,"HDMV","First Trust Horizon Managed Volatility Developed International ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,1.08,3.76%,,,,,,,,,,,,,,,,,,,,,,,3.23%,6.95%,-3.61%,5.98%,-2.06%,-0.61%,5.12%,-4.59%,0.35,2548,28.78,0.48%
1725,"HDV","iShares Core High Dividend ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,3.99,4.05%,,,,,,,,,,,,,,,,,,,,,,,-2.92%,-8.33%,-8.83%,-5.56%,-1.08%,-2.36%,-3.48%,-10.41%,0.65,403451,98.44,0.60%
1726,"HE","Hawaiian Electric Industries, Inc.","Utilities","Utilities - Regulated Electric","-",3949.94,17.44,15.32,13.41,1.02,1.76,12.53,,20.44,2.87,1.44,4.00%,68.10%,2.06,-2.20%,7.90%,18.20%,-21.00%,3885.20,226.70,109.51,108.38,1.72%,4.34,1.87,1.40%,10.30%,5.80%,,1.45,1.52,9.70%,9.70%,5.80%,-10.89%,-10.58%,-15.49%,-13.95%,-3.61%,-5.32%,-8.40%,-18.17%,0.88,377320,36.01,0.45%
1727,"HEAR","Turtle Beach Corporation","Technology","Consumer Electronics","-",199.12,,130.11,,0.81,2.24,9.67,,5.11,1.18,,,,-3.61,-472.80%,10.00%,10.10%,-1.10%,244.90,-59.80,16.58,15.41,10.12%,4.51,1.56,-33.00%,-59.40%,-52.40%,2.30,0.00,0.00,20.10%,-20.30%,-24.40%,44.03%,23.38%,-35.93%,59.69%,1.26%,8.21%,30.12%,-39.29%,0.62,213307,11.45,0.62%
1728,"HEDJ","WisdomTree Europe Hedged Equity Fund","Financial","Exchange Traded Fund","-",,,,,,,,,,,1.98,2.40%,,,,,,,,,,,,,,,,,,,,,,,2.34%,12.97%,13.76%,17.71%,0.22%,0.82%,10.97%,-1.88%,0.73,38603,82.35,1.25%
1729,"HEES","H&E Equipment Services, Inc.","Industrials","Rental & Leasing Services","-",1385.35,9.47,7.93,0.30,1.07,3.27,15.41,,11.57,2.45,1.10,2.91%,27.70%,3.99,123.00%,3.90%,18.30%,58.40%,1294.60,143.10,36.02,31.72,1.94%,2.05,0.62,6.20%,37.60%,11.00%,,3.08,3.08,45.20%,18.60%,10.90%,-29.62%,-11.07%,9.81%,-16.70%,5.46%,-4.55%,-6.79%,-33.03%,0.74,222638,37.82,2.13%
1730,"HEP","Holly Energy Partners, L.P.","Energy","Oil & Gas Midstream","-",2198.75,9.79,8.06,,3.85,2.53,309.68,,6.89,0.06,1.40,8.04%,78.57%,1.78,-13.20%,3.80%,19.20%,12.40%,570.60,224.40,126.44,45.59,1.91%,5.93,0.87,,,8.90%,1.40,1.84,1.85,61.40%,,,-3.49%,-7.49%,-6.24%,-3.86%,4.15%,2.16%,-3.02%,-12.90%,2.11,311078,17.42,-0.51%
1731,"HEPA","Hepion Pharmaceuticals, Inc.","Healthcare","Biotechnology","-",41.00,,,,,1.16,0.95,,9.30,11.33,,,,-12.60,-27.80%,,,-91.30%,,-45.30,3.81,3.81,1.85%,0.21,0.07,-78.60%,-99.90%,,4.70,0.00,0.00,,,,-32.50%,35.00%,-24.09%,79.82%,-6.52%,-18.73%,-10.08%,-54.72%,0.53,176281,10.80,-7.22%
1732,"HEQ","John Hancock Hedged Equity & Income Fund","Financial","Closed-End Fund - Equity","-",126.15,,,,,,,,,,0.55,5.34%,,-0.15,,,,,,,12.22,12.21,0.02%,0.11,0.00,,,,,,,,,,-11.82%,-15.25%,-26.86%,-9.06%,-5.34%,-7.35%,-11.11%,-26.71%,1.61,43276,10.32,0.29%
1733,"HEQT","Simplify Hedged Equity ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.08,0.33%,,,,,,,,,,,,,,,,,,,,,,,4.29%,1.89%,5.33%,7.75%,1.21%,2.32%,3.59%,-10.75%,0.61,33293,24.32,0.66%
1734,"HERO","Global X Video Games & Esports ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.05,0.26%,,,,,,,,,,,,,,,,,,,,,,,3.38%,6.58%,-13.09%,4.48%,-2.68%,-2.50%,0.87%,-17.20%,1.17,38426,19.59,0.98%
1735,"HESM","Hess Midstream LP","Energy","Oil & Gas Midstream","-",6424.97,14.01,9.93,1.26,5.07,5.22,1784.72,12.29,5.18,0.02,2.34,8.65%,115.50%,1.93,12.20%,17.10%,-2.40%,-18.80%,1267.80,84.90,44.00,42.94,11.15%,8.84,4.79,2.40%,35.00%,24.40%,0.80,13.10,13.12,,61.90%,6.70%,-3.29%,-9.57%,-15.79%,-9.63%,-4.85%,-4.75%,-5.89%,-22.72%,1.06,574014,27.04,-1.28%
1736,"HEWG","iShares Currency Hedged MSCI Germany ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.88,2.78%,,,,,,,,,,,,,,,,,,,,,,,3.60%,12.43%,11.40%,16.78%,-0.00%,1.66%,11.39%,-1.99%,0.06,763,31.53,0.90%
